code,university,link,description
COMP9321,UNSW,https://www.unsw.edu.au/course-outlines/course-outline#year=2025&term=Term%203&deliveryMode=Online&deliveryFormat=Standard&teachingPeriod=T3&deliveryLocation=Kensington&courseCode=COMP9321&activityGroupId=1,"General Course Information:
Data Services Engineering (COMP9321); 6 Units of Credit – Term 3 – Kensington – Delivery: Online, Standard
Summary: This course aims to introduce the student to core concepts and practical skills for engineering the data in Web-service-oriented data-driven applications. Specifically, the course aims to expose students to basic infrastructure for building data services on the Web, including techniques to access and ingest data in internal/external sources, develop software services to curate (e.g. extract, transform, correct, aggregate the data), develop services to apply various analytics and develop services to visualize the data to communicate effectively using data. The course uses the Python programming language as the practical basis for its modules. However, the concepts taught are universal and can be applied to any other web development language/framework.
Aims: Software engineering has advanced rapidly in recent years. The knowledge-, service-, and cloud-based economy in parallel with the continuous improvement in connectivity, storage and data processing capabilities allow access to a data deluge from sensors, social-media, news, user-generated, government and private data sources. Accordingly, in a modern data-oriented landscape, data-driven applications may need to deal with a collection of datasets - from relational to NoSQL - that holds a vast amount of data gathered from various private/open data islands. Therefore, well-engineered service-oriented functionalities are critical for ingesting, organizing and querying the growing volume of data in data-driven application. This course aims to introduce the student to core concepts and practical skills for engineering the data in service-oriented data-driven applications. Specifically, the course aims to answer these questions: How to develop services to access and ingest data in internal/external sources of the data? How to develop services to use Databases (from Relational to NoSQL) as a Service for persisting user information? How to develop services to Curate (e.g. Extract, Transform, Correct, Aggregate, and Merge/Split) the data? How to develop services to apply analytics (e.g. by leveraging Machine Learning and Natural Language Processing techniques) to the curated data? How to develop services to visualize the data to communicate effectively with data.
Learning approach: Microsoft Teams | EdStem | WebCMS
Attendance requirements: Students are strongly encouraged to attend all classes and review lecture recordings.

Course Details & Outcomes:
- CLO1: Describe the main components of a data-oriented Web-based application. (Assessed via: Assignment 2, Final Exam)
- CLO2: Implement data ingestion from a variety of common sources. (Assessed via: Assignment 1, Assignment 3)
- CLO3: Apply techniques Extract, Transform, Correct, Aggregate, and Merge/Split to prepare and publish data. (Assessed via: Assignment 1, Assignment 2, Assignment 3)
- CLO4: Identify and apply appropriate analytics and visualization techniques on prepared data. (Assessed via: Final Exam, Assignment 1, Assignment 2, Assignment 3)
- CLO5: Design and develop a non-trivial web based data services application from scratch. (Assessed via: Final Exam, Assignment 1, Assignment 2, Assignment 3)
- CLO6: Identify common security threats to a Web application. (Assessed via: Final Exam, Assignment 2)
- CLO7: Evaluate the performance of a web based data services and identify bottlenecks. (Assessed via: Final Exam)

Assessments:
- Assignment 1 (15%) – Due: Week 5; Individual; In this assignment, students will implement a data ingestion, manipulation and visualization solution. This assignment will take around 10-15 hours to complete. Feedback will be given online.
- Assignment 2 (20%) – Due: Week 7; Individual; In this assignment, students will implement data publication as a REST API service. This assignment will take around 15-20 hours to complete. Feedback will be given online.
- Assignment 3 (15%) – Due: Week 10; Individual; In this assignment, students will implement a data analytics layer on the data service by deploying a machine learning statistical model. This assignment will take around 10-15 hours to complete. Feedback will be given online.
- Final Exam (50%) – Due: Exam Period; Individual; The final exam is a 2 hour in person invigilated exam conducted in labs."
COMP9331,UNSW,https://www.unsw.edu.au/course-outlines/course-outline#year=2025&term=Term%203&deliveryMode=In%20Person&deliveryFormat=Standard&teachingPeriod=T3&deliveryLocation=Kensington&courseCode=COMP9331&activityGroupId=1,"General Course Information:
Computer Networks and Applications (COMP9331); 6 Units of Credit – Term 3 – Kensington – Delivery: In Person, Standard
Summary: This course is an introductory course on computer networks aimed at students with a computer science / electrical engineering background. You will focus on common paradigms and protocols used in present data communication. Through lectures, in-class activities, labs and assignments, you will learn the theory and application of: (1) Medium access control, congestion control, flow control, and reliable transmission, (2) Addressing and naming, (3) Routing and switching, (4) Widely used protocols such as Ethernet, IP, TCP, UDP, HTTP, etc. (5) Special-purpose networks including content delivery, peer-to-peer, and wireless networks, and (6) Security threats and standard defensive techniques (if time permits) This is a combined undergraduate and postgraduate course. The corresponding undergraduate course code is COMP3331.
Aims: The course aims to provide students with an overview of the core topics in computer networks and the Internet's architecture and protocols. Students will be introduced to network programming and will learn to design and implement network protocols and applications and evaluate network performance. As an introductory course, one of the aims is to prepare students for more advanced study in follow-on courses.
Learning approach: Moodle - Learning Management System | Echo 360 | WEBCMS, Inspera, Discourse
Attendance requirements: Students are strongly encouraged to attend all classes and review lecture recordings.

Course Details & Outcomes:
- CLO1: Describe the current architecture of the Internet and the entities involved in its operations (Assessed via: Mid-term Exam, Final Exam)
- CLO2: Identify soundness and/or potential flaws in proposed protocols (Assessed via: Programming Assignmnent, Mid-term Exam, Final Exam)
- CLO3: Design networked applications and protocols, and implement them in C, Java or Python (Assessed via: Lab, Programming Assignmnent)
- CLO4: Analyse and evaluate the performance of computer networks (Assessed via: Lab, Programming Assignmnent, Final Exam)
- CLO5: Capture and analyse network traffic (Assessed via: Lab)
- CLO6: Explain security and ethical issues in computer networking (Assessed via: Final Exam)

Assessments:
- Mid-term Exam (20%) – Individual; The mid-term exam will be 75 minutes long and will be held approximately in the middle of the term. It will examine students on topics covered from the first half of the term.
- Programming Assignmnent (20%) – Individual; Students will be asked to implement a moderately complex component of a network architecture, in C, Java or Python. The assignment will be partly auto-marked. The submissions will be reviewed by tutors, who will provide feedback.
- Lab (20%) – Individual; Students will work on a set of small exercises to explore tools and techniques for analysing and building networking applications. Marks are awarded by the lab demonstrators using criteria given in each lab exercise.
- Final Exam (40%) – Individual; The final exam will be 2 hours long and will be held in the UNSW exam period. It will examine students on all topics covered in the term.; Hurdle: To pass the course, a student MUST receive a combined score of at least 50/100 AND at least 40% marks in the final exam. lab = marks for lab exercises (scaled to 20) assign = marks for the programming assignment (out of 20 marks) midTerm = mark for the mid-term exam (out of 20 marks) finalExamScaled = scaled mark for the final exam (out of 40 marks) mark = lab + assign + midTerm + finalExamScaled grade = HD|DN|CR|PS if mark >= 50 && finalExamScaled >= 16 = FL if mark < 50 = UF if finalExamScaled < 16"
COMP9332,UNSW,,
COMP9333,UNSW,,
COMP9334,UNSW,https://www.unsw.edu.au/course-outlines/course-outline#year=2025&term=Term%201&deliveryMode=In%20Person&deliveryFormat=Standard&teachingPeriod=T1&deliveryLocation=Kensington&courseCode=COMP9334&activityGroupId=1,"General Course Information:
Capacity Planning of Computer Systems and Networks (COMP9334); 6 Units of Credit – Term 1 – Kensington – Delivery: In Person, Standard
Summary: We live in a world that events do not happen instantly. It takes a certain amount of time to download a video from a server to your own mobile device. It takes a certain amount of time for a computer to finish the execution of an algorithm. The time to completion (or response time in performance analysis terminology) is a performance metric that computer scientists and computer engineers should be concerned about because no one wants to wait unnecessarily. If you can understand the factors that determine the response time, then you can influence those factors so that the response time becomes acceptable. This course will take a mathematical modelling and analytical approach to understand response time in computer systems and networks. The primary goal is to explore how mathematical modelling and mathematical methods can be used to model, analyse and design computer systems and networks so that they have good performance. There are three major topics that will be covered by this course: Queuing analysis (Note: Queues are important because they give rise to waiting time.) Discrete event simulation Integer programming for network design
Aims: The time response of computer systems and networks is an important attribute of their performance measure. Students will learn about mathematical modelling and analysis of response time in computer systems and networks. These topics will be covered Modelling computer systems and networks to understand response time Analytical methods to determine response time Discrete event simulation Integer programming for network design This is an elective course in the Networks majors in both undergraduate and postgraduate programs.
Learning approach: Moodle - Learning Management System | Zoom | Echo 360 | EdStem | WebCMS3
Attendance requirements: Students are strongly encouraged to attend all classes and review lecture recordings.

Course Details & Outcomes:
- CLO1: Use queueing networks to model computer systems (Assessed via: Assignment, Exam)
- CLO2: Use queueing theory to analyse the performance of computer systems (Assessed via: Assignment, Exam)
- CLO3: Develop discrete event simulation programs for computer systems and networks (Assessed via: Project, Exam)
- CLO4: Use statistical methods to analyse simulation data (Assessed via: Project, Exam)
- CLO5: Formulate integer programming optimisation problems for computer and network problems (Assessed via: Exam)

Assessments:
- Assignment (20%) – Due: The assignment has two parts with separate due dates. Please refer to the section on Assessment Details..; Individual; The assignment tests the students' ability to use queueing theory to analyse computing systems. The students are given about 3 weeks to complete the assignment. The assignment will be marked according to the correctness. Marks and comments will be provided to the students after the assignment has been marked.
- Exam (50%) – Individual; The final exam is of 2 hours in duration. The students will be evaluated on the correctness of their answers to exam questions.
- Project (30%) – Due: 24/04/2025 05:00 PM; Individual; The project is an assessment on the discrete event simulation part of the course. The students are asked to develop a discrete event simulation program to evaluate the performance of a computer system and to use the data generated by the program to analyse the computer system in a statistically sound manner. The students are given about 5 weeks to complete the project. The project will be marked according to a set of marking criteria which will be provided to the students in the project specification. Marks and comments will be provided to the students after the project has been marked."
COMP9336,UNSW,https://www.unsw.edu.au/course-outlines/course-outline#year=2025&term=Term%203&deliveryMode=Multimodal&deliveryFormat=Standard&teachingPeriod=T3&deliveryLocation=Kensington&courseCode=COMP9336&activityGroupId=1,"General Course Information:
Mobile Data Networking (COMP9336); 6 Units of Credit – Term 3 – Kensington – Delivery: Multimodal, Standard
Summary: First course in wireless and mobile networking examining the fundamental theories as well as the latest advances in wireless data and mobile communication networks. Topics include fundamental concepts in wireless coding, modulation, and signal propagation, WiFi and wireless local area networks, cellular networks, Bluetooth, and Internet of Things networks. The course will also overview some of the emerging wireless networking concepts, such as wireless sensing, and droneassisted mobile networks. Hands-on experiments with mobile devices will be part of the learning exercise, which involves wireless packet capture, analysis, and programming.
Aims: The course aims to produce students who are expert in the area of wireless network technologies and can contribute to solutions in this space. The course is a discipline elective in the Computer Networks major in the undergraduate computer science program and in the Internetworking majors in the masters program.
Learning approach: Moodle - Learning Management System
Attendance requirements: Students are strongly encouraged to attend all classes and review lecture recordings.

Course Details & Outcomes:
- CLO1: Explain and apply the foundational mathematics and science underpinning wireless networks; calculate SNR, data rate, and link budgets to solve basic design problems. (Assessed via: Mid-lecture Quizzes, Final Exam)
- CLO2: Analyse and compare key algorithms and protocols in Wi-Fi, cellular, and IoT networks; evaluate trade-offs in throughput, latency, reliability, and fairness based on protocol mechanisms and standard specifications. (Assessed via: Mid-lecture Quizzes, Final Exam)
- CLO3: Appraise emerging wireless and mobile technologies (e.g., Wi-Fi 7, 5G/6G, mmWave, Visible Light Communication, Integrated Sensing and Communications); summarise their principles and critique potential applications and limitations. (Assessed via: Mid-lecture Quizzes, Final Exam)
- CLO4: Design and conduct hands-on experiments with mobile devices and packet analysers; collect, interpret, and communicate results to support engineering conclusions. (Assessed via: Hands-on Experiments (Labs), Term Project)

Assessments:
- Hands-on Experiments (Labs) (20%) – Due: Week 2: 22 September - 28 September, Week 3: 29 September - 05 October, Week 4: 06 October - 12 October, Week 5: 13 October - 19 October, Week 7: 27 October - 02 November, Week 8: 03 November - 09 November, Week 9: 10 November - 16 November, Week 10: 17 November - 23 November; Individual; Laboratories reinforce lecture content via practical experimentation conducted on personal devices such as a laptop and smartphone. Assessment and feedback are provided by laboratory demonstrators. There will be a total of 8 practical labs within the term. The indicative workload for each lab is 3 hours.
- Mid-lecture Quizzes (15%) – Due: Week 2: 22 September - 28 September, Week 3: 29 September - 05 October, Week 4: 06 October - 12 October, Week 5: 13 October - 19 October, Week 7: 27 October - 02 November, Week 8: 03 November - 09 November, Week 9: 10 November - 16 November, Week 10: 17 November - 23 November; Individual; 9 weekly quizzes [best 6 will be counted]. Quizzes are online and will be automatically marked. The indicative workload for each quiz is approximately 1.5 hour.
- Final Exam (40%) – Due: Week 12: 01 December - 07 December; Individual; A 2-hour in-person invigilated written exam during the UNSW Exam Period. It will be a mix of multiple-choice and short-answer questions. To pass this course, students must attempt all assessment components, achieve at least 40% in the final exam, and attain an overall mark of at least 50% across all assessments. Final combined marks may be scaled to moderate the cohort’s grade distribution.; Hurdle: Must achieve 40%
- Term Project (25%) – Due: Week 9: 10 November - 16 November; Individual; Design and execute experiments or simulations on a mobile networking system (e.g., Wi-Fi, 4G/5G, BLE, LoRaWAN, Visible Light Communication), measure its performance using appropriate metrics, and prototype modifications to extend its functionality. The indicative individual workload is about 25-30 hours. Students will receive formative feedback through tutor consultations during the project, and summative feedback via a detailed marking rubric outlining strengths, weaknesses, and areas for improvement."
COMP9337,UNSW,https://www.unsw.edu.au/course-outlines/course-outline#year=2025&term=Term%201&deliveryMode=In%20Person&deliveryFormat=Standard&teachingPeriod=T1&deliveryLocation=Kensington&courseCode=COMP9337&activityGroupId=1,"General Course Information:
Securing Fixed and Wireless Networks (COMP9337); 6 Units of Credit – Term 1 – Kensington – Delivery: In Person, Standard
Summary: With the exponential growth of the Internet, the security of a network has become increasingly challenging. This subject will explore the security vulnerabilities in both fixed and wireless networks and cover the fundamental concepts and advanced issues with an emphasis on Internet architecture and protocols. The following key concepts will be covered: Network Security, Wireless Communications and Security overview, Review of Cryptographic techniques, 802.11 Technologies and legacy 802.11 Security: lessons learnt, Encryption Ciphers and Methods in Wireless Networks, Wireless Security Risks, Wireless Security Auditing and Pen Test Introduction, IPSec and IP layer security, PKI/X.509, Transport Layer Security/DTLS, Intrusion Detection and Protection Systems, Network Firewalls, Secure Neighbor Discovery, Routing and Forwarding Security, Authentication and Key Management in Wireless Networks/Sensor Networks, Broadcast Security and Secure Code Dissemination, Network Privacy and Anonymity, Security and Privacy in Location Services, Smart Grid and Anomaly Detection for Network Security.
Aims: The course aims to equip students with comprehensive knowledge and practical skills in securing both fixed and wireless networks. By delving into key concepts such as network security, wireless communications, cryptographic techniques, and various technologies and protocols, students will gain a deep understanding of the threats and vulnerabilities inherent in modern networks. Through a combination of theoretical study and hands-on exercises, the aim is to enable students to proficiently analyze, design, and implement robust security measures to protect against potential attacks and breaches. Furthermore, the course seeks to foster critical thinking and problem-solving abilities necessary for identifying security risks, conducting penetration tests, deploying intrusion detection systems, and implementing effective security policies and protocols. Ultimately, the aim is to empower students with the skills and knowledge required to safeguard networks against evolving threats in today's dynamic cybersecurity landscape.
Learning approach: Moodle - Learning Management System | Webcms | EdStem
Attendance requirements: Students are strongly encouraged to attend all classes and review lecture recordings.

Course Details & Outcomes:
- CLO1: Analyze fundamental principles underlying network security, wireless communications, and cryptographic techniques. (Assessed via: Labs, Assignment, Quiz 1 and 2, Final Exam)
- CLO2: Evaluate the effectiveness and vulnerabilities of existing security protocols and technologies, including IPSec, PKI/X.509, and Transport Layer Security/DTLS. (Assessed via: Labs, Quiz 1 and 2, Final Exam)
- CLO3: Apply robust security measures, conduct penetration tests, and analyze network traffic to detect and address potential threats and vulnerabilities. (Assessed via: Assignment, Labs, Final Exam)
- CLO4: Assess the performance and efficacy of network security solutions, intrusion detection systems, and protection mechanisms in mitigating security risks. (Assessed via: Quiz 1 and 2, Labs, Final Exam)
- CLO5: Develop innovative solutions to address emerging security challenges in fixed and wireless networks. (Assessed via: Assignment, Quiz 1 and 2, Final Exam)
- CLO6: Examine ethical issues related to network security and privacy, analyzing the trade-offs between usability and technical security in the design of human-centric security systems and protocols. (Assessed via: Quiz 1 and 2, Final Exam)

Assessments:
- Labs (20%) – Group; Labs help reinforce concepts taught in lectures by conducting hands-on experiments. Students will learn useful penetration testing techniques to analyse existing security protocols' vulnerabilities, especially for wireless networks. Students also perform security analysis based on traffic analysis techniques. Students will be assessed individually based on lab participation and performance. A group-based lab report is to be submitted for each lab.
- Assignment (20%) – Group; Throughout the assignment, students will gain experience in; - Understanding and implementing several security mechanisms for privacy-preserving, secret sharing, key exchange and confidentiality. - Learning how UDP/TCP socket-based communications take place. The rubric will provide clear criteria for evaluation, ensuring a fair and objective assessment of each student's work.
- Quiz 1 and 2 (20%) – Individual; Two online quizzes using the Inspera platform. Both quizzes are 30 minutes in duration. Quiz 1 covers approximately the first half of the course while Quiz 2 is scheduled towards the end of the course.
- Final Exam (40%) – Individual; A final two-hour written exam will be conducted during the UNSW examination period.; Hurdle: Please refer course outline on webcms for details. Relevant section is repeated here The following formula outlines precisely how the final mark will be computed: lab = marks for lab exercises (out of 20 marks) assign = marks for the programming assignment (out of 20 marks) quizzes = mark for the 2 quizzes (out of 20 marks) finalExamScaled = scaled mark for the final exam (out of 40 marks) mark = lab + assign + quizzes + finalExamScaled grade = HD|DN|CR|PS if mark >= 50 && (finalExamScaled + quizzes) >= 24 = FL if mark < 50 = UF if (finalExamScaled + quizzes) < 24"
COMP9412,USYD,,
COMP9414,UNSW,https://www.unsw.edu.au/course-outlines/course-outline#year=2025&term=Term%203&deliveryMode=In%20Person&deliveryFormat=Standard&teachingPeriod=T3&deliveryLocation=Kensington&courseCode=COMP9414&activityGroupId=1,"General Course Information:
Artificial Intelligence (COMP9414); 6 Units of Credit – Term 3 – Kensington – Delivery: In Person, Standard
Summary: COMP9414 is an introductory course on Artificial Intelligence covering fundamental topics such as autonomous agents, problem solving, optimisation, logic, knowledge representation, reasoning under uncertainty, vision, language processing, machine learning, neural networks and reinforcement learning. The course is taught with an orientation towards machine learning and with a view to practical applications of Artificial Intelligence using Python. Some AI applications that make use of foundational concepts will be demonstrated in lectures and tutorials.
Aims: The course aims to provide a foundation for further studies in AI such as COMP4418 Knowledge Representation and Reasoning, COMP9417 Machine Learning and Data Mining, COMP9517 Computer Vision, COMP9434 Robotic Software Architecture, and COMP9444 Neural Networks and Deep Learning. Postgraduate students with more programming experience may consider enrolling in COMP9814, which is the same as the undergraduate AI course COMP3411.
Learning approach: Moodle - Learning Management System | Echo 360
Attendance requirements: Students are strongly encouraged to attend all classes and review lecture recordings.

Course Details & Outcomes:
- CLO1: Describe the foundations of AI and fundamental AI techniques. (Assessed via: Assignment 1, Assignment 2, Exam)
- CLO2: Apply AI techniques to solve given problems and implement standard AI algorithms. (Assessed via: Assignment 1, Assignment 2, Exam)
- CLO3: Demonstrate practical skills in utilizing AI toolkits in realistic application areas. (Assessed via: Assignment 1, Assignment 2, Exam)
- CLO4: Evaluate the risks of applying AI in business and industry. (Assessed via: Assignment 1, Assignment 2, Exam)

Assessments:
- Assignment 1 (25%) – Due: Week 5: 13 October - 19 October; Individual; This assignment will involve some programming and some analysis of AI algorithms. The assignment is marked based on both programming correctness and style and on the depth of critical analysis. It is the student's responsibility to ensure that the submitted code runs on the school environment using the version of Python installed in the labs. This assignment should take 20-25 hours to complete. Feedback will be given either directly in tutorials or in written form.
- Assignment 2 (25%) – Due: Week 9: 10 November - 16 November; Individual; This assignment will involve some programming and some analysis of AI algorithms. The assignment is marked based on both programming correctness and style and on the depth of critical analysis. It is the student's responsibility to ensure that the submitted code runs on the school environment using the version of Python installed in the labs. This assignment should take 20-25 hours to complete. Feedback will be given either directly in tutorials or in written form.
- Exam (50%) – Due: TBA - Exam Week; Individual; The final exam is a 2-hour examination covering all topics in the course. Students must obtain at least 40% for the final exam in order to pass the course.; Hurdle: A mark of 40% on the exam is a requirement for passing the course.

Course Schedule:
- Week 1 : 15 September - 21 September: Artificial Intelligence and Agents
- Week 2 : 22 September - 28 September: Problem Solving and Search
- Week 3 : 29 September - 5 October: Knowledge Representation and Constraints
- Week 4 : 6 October - 12 October: Planning and Reasoning About Action
- Week 5 : 13 October - 19 October: Uncertainty and Learning
- Week 6 : 20 October - 26 October: Machine Learning
- Week 7 : 27 October - 2 November: Neural Networks and Deep Learning
- Week 8 : 3 November - 9 November: Natural Language Processing Toolkits
- Week 9 : 10 November - 16 November: Neural Networks for Natural Language Processing"
COMP9415,UNSW,https://www.unsw.edu.au/course-outlines/course-outline#year=2025&term=Term%203&deliveryMode=Multimodal&deliveryFormat=Standard&teachingPeriod=T3&deliveryLocation=Kensington&courseCode=COMP9415&activityGroupId=1,"General Course Information:
Computer Graphics (COMP9415); 6 Units of Credit – Term 3 – Kensington – Delivery: Multimodal, Standard
Summary: In this course, you will delve into the fundamentals and practical aspects of Computer Graphics by working with game engines. You will gain knowledge and skills in developing 2D, 3D, and Virtual Reality-based graphical objects and environments using game engines including Unreal Engine and Unity. Additionally, you will understand computer graphics concepts, including lighting, reflection, static meshes, 2D Transforms, 3D Transforms, surface, texture maps, materials, cameras, object physical behaviors, collision detection, hierarchical modeling of objects, shaders, and rendering. The objectives of this course are to equip you with the necessary skills to work as a computer graphics expert in the industry, specifically in the development of optimal graphical interactive environments and game development. Through practical experience in computer graphics, you will also acquire the essential theoretical foundation that prepares you for a successful career in the industry.
Aims: To teach you how to develop and manipulate 2D and 3D objects, including transformations and object control. To instruct you in scripting languages used in game engines. To familiarize you with the development of materials, and the incorporation of reflection and shadows. To acquaint you with static meshes, collision detection, and physics in 3D. To familiarize you with lighting techniques and shadows. To introduce the use of cameras for creating different perspectives, such as first-person and third-person views. To instruct you on collision detection and the application of physics in both 2D and 3D. To familiarize you with the process of converting a standard 3D environment into a virtual reality-based environment. To teach you how to define interactions in virtual reality and create an environment that is as realistic as possible.
Learning approach: Moodle - Learning Management System | Blackboard Collaborate | Microsoft Teams | Echo 360
Attendance requirements: Students are strongly encouraged to attend all classes and review lecture recordings.

Course Details & Outcomes:
- CLO1: Describe how game engines work. (Assessed via: Project Implementation (Group))
- CLO2: Explain computer graphics concepts, such as graphical objects, the hierarchical model of objects, lighting, shadow, reflection, surface, texture maps, and their practical implementation. (Assessed via: Project Implementation (Group))
- CLO3: Design 2D, 3D and virtual reality-based graphical environments and objects including lines, curves, surfaces, geometrical shapes, etc. (Assessed via: Project Implementation (Group))
- CLO4: Apply physics and collisions in 2D and 3D environments (Assessed via: Project Implementation (Group))
- CLO5: Render scenes on a range of platforms and hardware devices (Assessed via: Project Implementation (Group))

Assessments:
- Written Proposal and Project Prototype (10%) – Due: 12/10/2025 11:59 PM; Group; In this assessment, students are expected to create a document that addresses key questions regarding the project they intend to develop. The project proposal should consist of a concise description of the project's objectives and the approach that will be employed to achieve them. Additionally, the proposal should outline how the project will fulfill all the requirements outlined in the project instructions provided to students. Students are encouraged to present their vision for implementing a 2D, 3D, or VR-based environment within their proposal. Students will submit this assignment through the LMS submission portal. Tutors will mark and provide feedback using the commenting features available.
- Project Presentation (10%) – Due: Week 10: 17 November - 23 November; Group; In this assessment, students are required to prepare and deliver a presentation showcasing the graphical environment they have developed, whether it be 2D, 3D, or VR-based. They should also explain and justify the various techniques they employed to design and optimize the environment. Students will present their work during their tutorial sessions, and their tutor will evaluate their presentation and provide written feedback via the LMS.
- Project Implementation (Individual) (70%) – Due: Week 11: 24 November - 30 November; Individual; In this assessment, students are required to compile, render, and submit the individual version of their project. The submission should include both the rendered version of the project as well as the source code. Students are instructed to submit their code on GitLab. The tutor will evaluate the submissions and provide written feedback via the LMS.
- Project Implementation (Group) (10%) – Due: Week 11: 24 November - 30 November; Group; In this assessment, students are expected to merge their individual projects into a single comprehensive project and submit the final version. The submission should include both the rendered version of the project and the source code. Students are instructed to submit their code on GitLab. The tutor will evaluate the submissions and provide written feedback on Moodle.

Course Schedule:
- Week 1 : 15 September - 21 September: Introduction to computer graphics Player pawn and transform tools in 3D Introduction to Blueprints coding
- Week 1 : 15 September - 21 September
- Week 2 : 22 September - 28 September: Mapping controllers to move objects in 3D Introduction to material concept Introduction to geometry brushes in 3D Introduction to static meshes
- Week 2 : 22 September - 28 September
- Week 3 : 29 September - 5 October: Introduction to collision detection and physics in 3D Introduction to the trigger box 3D Introduction to rendering Advanced concepts in geometry brushes in 3D Introduction to lights and shadows introduction to blueprint classes
- Week 3 : 29 September - 5 October
- Week 4 : 6 October - 12 October: Player pawn class and camera Mapping controllers to rotate objects in 3D Advanced concepts of camera Advanced material design Advanced collision detection and physics in 3D Animating objects Blueprint functions Blueprint macros
- Week 4 : 6 October - 12 October
- Week 5 : 13 October - 19 October: Creating projectile in 3D Importing prebuilt graphical elements (FBX files) Applying damage to the player pawn Creating conditional trigger box Introduction to landscape brushes Texture layers Advanced concepts in landscape brushes Creating Visual Effects (The Niagara VFX System)
- Week 5 : 13 October - 19 October
- Week 7 : 27 October - 2 November: Introduction to virtual reality Rendering VR scenes Mapping virtual reality controllers Creating VR player pawn Developing VR hand
- Week 7 : 27 October - 2 November
- Week 8 : 3 November - 9 November: Grabbing and moving objects in VR Movement in VR Snap turn in VR Teleportation Movement in VR
- Week 8 : 3 November - 9 November
- Week 9 : 10 November - 16 November: 2D Objects and transform Player pawn 2D Introduction to C# programming Mapping controllers in 2D Prefab objects and projectiles in 2D
- Week 9 : 10 November - 16 November
- Week 10 : 17 November - 23 November: Physics and collision detection 2D Introduction to trigger box 2D Applying damaging and destroying objects 2D Spawn manager Adding user interface elements Animating objects in 2D Rendering 2D sprites
- Week 10 : 17 November - 23 November"
COMP9417,UNSW,https://www.unsw.edu.au/course-outlines/course-outline#year=2025&term=Term%203&deliveryMode=In%20Person&deliveryFormat=Standard&teachingPeriod=T3&deliveryLocation=Kensington&courseCode=COMP9417&activityGroupId=1,"General Course Information:
Machine Learning and Data Mining (COMP9417); 6 Units of Credit – Term 3 – Kensington – Delivery: In Person, Standard
Summary: Machine learning is the algorithmic approach to learning from data. The course also covers aspects of data mining, the application of machine learning to obtain insight from data. In this course machine learning algorithms are placed in the context of their theoretical foundations in order to understand their derivation and correct application. Machine learning also is an empirical science, where performance of algorithms must be rigorously evaluated on datasets. Completion of this course will contribute to further learning in advanced topics such as deep learning, bioinformatics, computer vision, and robotics. Topics covered in the course include: linear models for regression and classification, local methods (nearest neighbour), tree learning, kernel machines, neural networks, unsupervised learning, ensemble learning, and learning theory. To expand and extend the development of theory and algorithms presented in lectures, practical examples will be given in tutorials and programming tasks during the project.
Aims: This course aims to expose students to the theory, algorithms and empirical work that are essential inter-dependent components of machine learning. In particular, the assignments are aimed at giving students an opportunity for active learning via practical experience in applying machine learning to real applications. The second assignment has a broad scope and should be treated as a small-scale project with submission of software and a written report. COMP9417 forms part of a suite of AI courses that together comprise the Artificial Intelligence major in the undergraduate computer science programs and the postgraduate information technology program.
Learning approach: Moodle - Learning Management System | Microsoft Teams
Attendance requirements: Students are strongly encouraged to attend all classes and review lecture recordings.

Course Details & Outcomes:
- CLO1: Construct a well-defined learning problem for a given task, selecting representations for the data input and output, the model, and the learning algorithm (Assessed via: Homework 1, Machine learning project, EXAM3)
- CLO2: Compare different algorithms according to the properties of their inputs and outputs, and the computational methods used (Assessed via: Homework 2, Homework 1, Machine learning project, EXAM3)
- CLO3: Develop and describe algorithms to solve a well-defined learning problem (Assessed via: Homework 2, Homework 1, Machine learning project)
- CLO4: Implement machine learning algorithms, apply them to realistic datasets and collect results to enable evaluation of their performance (Assessed via: Homework 2, Machine learning project)
- CLO5: Explain key concepts from the foundations of learning theory, describe their applicability, and express knowledge of the general limits of machine learning (Assessed via: EXAM3)

Assessments:
- Homework 1 (15%) – Due: 12/10/2025 06:00 PM; Individual; This homework deals with regression and optimization, and involves Python. Marking is done with respect to a rubric, provided in the homework specification, and feedback will be provided with the online assessment. Details of submission, deadlines and late penalties, etc. will be in the specification. The overall course mark will be the sum of the marks for the course components
- Homework 2 (15%) – Due: 02/11/2025 06:00 PM; Individual; This homework deals with the construction of models, and involves Python. Marking is done with respect to a rubric, provided in the homework specification, and feedback will be provided with the online assessment. Details of submission, deadlines and late penalties, etc. will be in the specification. The overall course mark will be the sum of the marks for the course components
- Machine learning project (20%) – Due: 23/11/2025 06:00 PM; Individual; This assignment has a broad scope and should be treated as a small-scale project with the submission of software, presentation and a written report. Marking is done with respect to a rubric, provided in the project specification, and feedback will be provided with the online assessment. Details of submission, deadlines and late penalties, etc. will be in the specification. The overall course mark will be the sum of the marks for the course components.
- EXAM3 (50%) – Due: To be scheduled; Individual; This is an in-person exam that asks questions (in the form of MCQs and short answer questions) on various topics in the course. It is run on the Inspera platform and students are required to bring their own device. No feedback is provided on the final exam except as a final mark."
COMP9418,UNSW,,
COMP9434,UNSW,,
